4.2	0.7
4.25	0.8
4.3	1
4.35	0.5
4.4	0.8
4.45	0.9
4.5	1.1
4.55	0
4.6	0.6
4.65	0.8
4.7	0.9
4.75	0.7
4.8	0.6
4.85	0.7
4.9	0.8
4.95	0.9
5	1
5.05	0.9
5.1	0.8
5.15	0.7
5.2	0.8
5.25	0.8
5.3	0.7
5.35	1
5.4	0.7
5.45	0.8
5.5	0.6
5.55	1
5.6	0.9
5.65	1.4
5.7	1.7
5.75	2.4
5.8	2.7
5.85	3.3
5.9	3.8
5.95	4.5
6	5.1
6.05	5.7
6.1	6.4
6.15	6.9
6.2	7.5
